Write_a_Book_Series.txt	Begin_Revision	0.766	## Steps	191	Because the reader will be reading about them for the length of the series , make them realistic .	## Steps	223	Since the reader will be reading about them for the length of the series , make them realistic , yet likeable .	<replace><Because><1><Since><1>|||<insert><,><19>|||<insert><yet><19>|||<insert><likeable><19>	True	Steps  1. Get friends. school friends will be fine 2. Decide on your characters.	.
Survive_the_First_Day_of_School.txt	Begin_Revision	0.786	## Steps	1577	But do n't be needy , just be yourself .	## Steps	1620	However , do n't be needy , just be yourself .	<insert><However><1>|||<replace><But><1><,><2>	True	Steps  1. Pretend it is just another day of school. 2. Get ready the night before. Plan out what you're going to wear and what you will need for class. Then get a nice, long sleep. There's nothing worse than looking like a hobo on the first day of school. 3. If this is a new school, then try to make some friends.	New schools are also a great opportunity to change your style without people making fun of you or thinking you're a phony.
Use_Twitter.txt	Begin_Revision	0.891	Intro	362	But with a little effort , it is a tool that can make you ' digitally ' famous .	Intro	405	However , with a little effort , it is a tool that can make you ' digitally ' famous .	<insert><However><1>|||<replace><But><1><,><2>	True	Different social media have different uses, strengths, advantages. Twitter could be called a 'real time social networking' site. Learning how to use this fun, and useful, tool can be a bit intimidating.	.
Teach_a_Child_to_Ride_a_Bike.txt	Begin_Revision	0.855	## Tips	3005	but if your child does n't feel comfortable riding the bike then tell them that they do n't have to if they do n't want to especially if they are scared	## Tips	3078	However , if your child does n't feel comfortable riding the bike then tell them that they do n't have to if they do n't want to , especially if they are scared	<insert><However><1>|||<replace><but><1><,><2>|||<insert><,><27>	True	Tips  * It may take several days or weeks before your child can ride their bike alone. Don't rush them, just offer support at whatever speed they are most comfortable learning at. * Don't force your child to ride a bike if they don't want to. If they aren't interested, they won't learn no matter how much you force them to try. * Another good method is to remove the pedals from the bike (remember the left pedal is reverse threaded), and have the child ride like that. They will use their feet to propel themselves down the road, and eventually take their feet off the road when they are ready to balance. Then replace the pedals and let them ride normally. * Alternatively, depending on the age of your child, buy a pre-bike. This is a light weight two wheeler but without the complication of pedals etc. The child learns to balance, scoot and then glide along, potentailly from a very young age. When you child is ready you can then introduce a bike with pedals. *	.
Use_Excel_VBA_Variable_Data_Types.txt	Begin_Revision	0.848	### Variable Data Types	722	In other words , the fewer bytes used by data , the faster VBA can access and manipulate the data .	### Variable Data Types	852	Thus , the fewer bytes used by data , the faster VBA can access and manipulate the data .	<delete><In><1>|||<delete><other><2>|||<replace><words><3><Thus><1>	True	Variable Data Types  1. Learn from the above table the Excel VBA Variable Data Types: 2. Learn that generally, it’s best to use the data type that uses the smallest number of bytes yet still can handle all the data that will be assigned to it. When VBA works with data, execution speed is partially a function of the number of bytes that VBA has at its disposal.	.
Treat_Insomnia.txt	Begin_Revision	0.863	## Section::::Sources and Citations.	79	But , how do you manage the condition ?	## Section::::Sources and Citations.	116	So , how do you manage the condition ?	<replace><But><1><So><1>	True	Insomnia can be a particularly distressing illness, characterised by not being able to get to sleep or not sleeping for long enough to feel rested the next day. Insomniacs may wake up the day after feeling utterly drained, affecting their activities that day.	The ideal management plan should concentrate on the sleeping habits of the individual, in this article it is explained how! There is no saying that it is easy to beat the condition, however with this step by step guide combined with advice from your health professional, you should find managing the condition much easier.
Take_Action_to_Abolish_the_Death_Penalty.txt	Begin_Revision	0.913	## Section::::Steps.	30	Now that you have recruited a few friends let your elected representatives know how you and your friends feel about the death penalty .	## Section::::Steps.	52	Once you have recruited a few friends let your elected representatives know how you and your friends feel about the death penalty .	<delete><Now><1>|||<replace><that><2><Once><1>	True	1\. Their are many reasons why you may not like the death penalty so the first step is to research why YOU don't like the death penalty. http://en.wikipedia.org/wiki/Death_penalty is a good objective reasouce to get a list of reasons for and against the death penalty. 2\. Now that you know why you don't like the death penalty share your views with others and convince them they shouldn't like it. Voice your opinion by participating in rallies, discuss your views in online politician forums like http://www.blinkbits.com and write letters to the editor.	Again, participate in rallies, send your letters to your elected officials and most importantly VOTE!!!
Understand_and_Work_Well_with_a_Foreign_Professor.txt	Inside_Revision	0.76	## Steps	360	and whether they have research associated with the university .	## Steps	504	Also whether they have research associated with the university .	<replace><and><1><Also><1>	True	Steps  1. Research your professor before your first class. Try to find out things about them, such as: * Where they are from, * which degree(s) they have, * whether they have a specified field of interest, *	.
Turn_Sunburn_Into_a_Tan.txt	Begin_Revision	0.953	### Unverified Home Remedies	1727	Though it may seem like an odd choice , oatmeal can be a helpful tool for dealing with sunburns and promoting healing .	### Treating and Healing the Skin	1769	Although it may seem like an odd choice , oatmeal can be a helpful tool for dealing with sunburns and promoting healing .	<replace><Though><1><Although><1>	True	Unverified Home Remedies  1. Try using vinegar. Though it isn't clear how this method works, some sources swear by it. First, take a cold shower. Next, fill a spray bottle with vinegar and gently mist the burnt skin. Let the vinegar sit for about an hour. After, rinse it off or take another cold shower. The smell can be unpleasant for the hour waiting period, but your sunburn should be much less likely to peel. * Most types of vinegar should work, but according to some sources, apple cider vinegar works best. Avoid balsamic vinegar &mdash; the added sugar and coloring make it a bad choice. 2. Try a tea bath. According to some, the tannic acids in black tea can soothe burn skin and prevent peeling. To do this, first boil a pot of water. Steep five or six tea bags in the hot water for about five to ten minutes. Let the tea cool to room temperature (cool it in the fridge to reduce your wait time). When it's cool, apply it to the burnt area with a rag or spray bottle and let it sit for half an hour. Alternatively, just hold one of the wet tea bags against the skin. * Most sources recommend a black tea (like earl grey) for this. 3. Use whole milk. The fat in dairy products can help moisturize burnt skin, reducing pain and preventing peeling. Whole milk is usually the cheapest, most convenient way to get this benefit. Try soaking a rag in whole milk and holding it against your burn in 20 minute intervals as a cold compress. Alternatively, add whole milk to a cool bath and let yourself soak. * Don't use low- or non-fat milk for this. Without the fat, the milk loses much of its moisturizing power. * Whole-fat plain Greek yogurt also gives the same effect when used as a lotion. Don't use sugary sweetened yogurts, which can get sticky. 4. Try making a potato paste. The starch inside potatoes contains lots of water, so laying it against the skin is a great way to re-moisturize skin that's dried out from a sunburn. Try using a grater to turn a cool potato into a starchy paste, then rubbing this against the skin and letting it sit. Wash off with cold water after 20 minutes. * You can also use a food processor to make your paste. If you do, cut your potato into small pieces first. Trying to grind up a whole potato at once can be too much for some processors. 5. Use cucumber slices. Cucumbers cool and moisturize irritated skin just like potatoes. Simply cut thin slices from a refrigerated cucumber and lay them across the affected area. The wider the cucumber, the better. * If you're having a hard time getting the cucumber slices to stick, try moistening your skin with a little oil or lotion, using like glue. 6. Use coconut oil. While many natural oils will moisturize and soothe dry skin just like commercial lotions, coconut oil is an especially good choice. In addition to providing moisture and giving burnt skin a healthy glow, it also gently exfoliates, removing dead skin and promoting healing. * Coconut oil is available in solid blocks from many health food stores and specialty grocers. It will liquify from the heat of your hands. 7. Make an oatmeal bath.	Try running a cool bath and mixing in two to three cups of plain (unsweetened) rolled oats. Soak in the bath for 20 minutes before rinsing off or proceeding to one of the other treatments.
Trick_a_Guy_Into_Kissing_You.txt	Begin_Revision	0.946	### Alternate Method	6751	Then you find the guy you like , then tell him that you are going to play a game .	### Alternate Method	6813	When you find the guy you like , then tell him that you are going to play a game .	<replace><Then><1><When><1>	True	Alternate Method  1. Find a few friends. Make sure there is an even amount of girls, and just enough boys. 2.	Ask him to play. If he says no, stop reading here, and look for my other methods.
Study_the_Functions_of_the_Liver_in_Humans.txt	Begin_Revision	0.851	## Steps	249	Also certain hormones are modified in the cells of the liver or hepatocytes .	## Steps	273	Furthermore , certain hormones are modified in the cells of the liver or hepatocytes .	<insert><Furthermore><1>|||<replace><Also><1><,><2>	True	Steps  1. Learn about the structure of the liver. Its structure is unusual in the sense that it has dual blood supply from two different sources. One of them is through the hepatic artery that supplies blood that is rich in oxygen to the liver tissue. The other blood source is from the portal vein which originates in the digestive system in its various parts. 2. Study the role of the blood supply to the liver. This blood supply to the liver carries blood that is rich with nutrients and small molecules such as amino acids and glucose molecules. This blood supply can also bring to the liver tissue other compounds that can be toxic to the liver cells. This can include for example bacteria and other pathogens that can enter the blood stream to reach eventually the liver sinuses. 3. Study the role of the liver's immune cells. The liver has special type of immune cells that can neutralize pathogens and bacterial forms. These cells are special type of macrophages that help in fighting pathogens and keep the body in healthy condition. The liver in humans plays a major part in the metabolic reactions inside the body. For example, the liver is the site of energy production for the body. The glycolytic pathway and the Krebs cycle both occur in the liver cells that are called hepatocytes. * These two processes of energy production are crucial for the sustaining of life of the individual. Metabolic reactions for the production of energy rich molecules in the form of ATP molecules are very important processes that have been studied extensively and their detailed reactions are clear and understood. The other important function of the liver is the synthesis of clotting factors for the blood. Clotting factors in humans are a group of proteins that have physiological effect to cause blood clotting. * These clotting factors are very important for the body in order to prevent bleeding disorders in the individuals. In the case of liver failure the capacity of the liver to synthesize these proteins is impaired. If severe enough this can lead to bleeding disorders in affected individuals. 4. Learn about how humans metabolize fatty acids. Another important function of the liver in humans is the metabolism of fatty acids. This process is especially important in diabetic patients who rely on the metabolism of fatty acids for their generation of energetic molecules of ATP.	.
Take_a_Walk_in_the_Woods_Alone.txt	Begin_Revision	0.948	## Steps	25	But if you miscalculate with time , or turn your ankle and are getting out of the woods more slowly than you intended , the sun will go down , and the flashlight will be a giant help .	## Steps	62	However , if you miscalculate with time , or turn your ankle and are getting out of the woods more slowly than you intended , the sun will go down , and the flashlight will be a giant help .	<insert><However><1>|||<replace><But><1><,><2>	True	Steps  1. Study a map of the area where you want to walk. * Buy a map or a trail guide. The best place to find these is a good outdoor outfitter. * Choose a trail or a woods road that is marked on a US Geological Survey map or a trail map. * Calculate how long you will need to cover the distance you want to cover. A good rule of thumb for all weather, terrain, and conditions is 1 mile an hour. In winter, progress will be even slower than this. 2. Check the weather report. Dress properly for the predicted conditions. The woods will feel colder than civilization. * Take a wool or fleece sweater if the temperature will dip below 68 degrees F. * Carry a raincoat in a small backpack. It can come in handy as a ground cloth if you sit down for a period. * Very stormy day? Stay home and go another time. * Light rain? Walking with an umbrella works well as long as it's not windy. * Be prepared to remove or add layers as you go or stop to rest. 3. Take basic safety items. For more information about essential gear, see hikesafe.com. * A compass, if you know how to use it. * A good understanding of where north, south, east, and west are by the sun-- almost as good as a compass. * Cell phone. Be aware that reception could be poor. And do not fall into the idea that if you get lost, a quick call will bring rescuers out very quickly. Most local rescue groups will come to you as fast as they can, but you might be waiting for a while, even hours, depending on where you are. The cell phone is a backup. * A basic first-aid kit that includes bandages, painkiller, Benadryl, and an ace bandage. * A flashlight. You probably won't need it.	.
Visit_Milford_Sound.txt	Begin_Revision	0.943	### Planning Your Trip	287	However , if you are up for the adventure , you can see ample wildlife , including penguins !	### Planning Your Trip	386	But , if you are up for the adventure , you can see ample wildlife , including penguins !	<replace><However><1><But><1>	True	Planning Your Trip  1. Visit the New Zealand immigration website to find out if you need a visa. New Zealand has an immigration policy where you can stay up to 3 months without a visa if you are a citizen of a country with a visa waiver agreement. If your country does not have an agreement with New Zealand, you must apply for a travel visa to visit Milford Sound. You will also need a valid passport to enter New Zealand, whether you need a visa or not. * To see if your country has an agreement with New Zealand, visit https://www.immigration.govt.nz/new-zealand-visas/apply-for-a-visa/tools-and-information/general-information/visa-waiver-countries?utm_source=newzealand.com&utm_medium=referral. 2. Visit Milford Sound using a valid passport if you do not need a visa. If your country of citizenship has a visa waiver agreement with New Zealand, all you need is a valid passport from your country of residency. * Note that if you are a citizen of the United States, you can only travel to New Zealand for a total of 3 months without a visa. Bring your valid passport with you. * If you are a citizen of the United Kingdom, you can travel to New Zealand for 6 months without a visa, as long as you have a valid passport. * If you are a citizen of New Zealand or Australia, you do not need a passport. Simply travel with your photo identification. 3. Go to Milford Sound in the summer to explore the national park. From December to February, it is summer in Milford Sound, and this is the most popular season to explore because of the beautiful weather. Temperatures are the warmest, and the nature looks breathtaking in bright sunshine! * This is a great time to complete the Milford Track! * However, keep in mind this is when humidity is at its peak in Milford Sound. * Be sure to schedule your lodging and transportation as early as you can! Aim to book your arrangements at least 4-8 months in advance if you want to travel during these months. 4. Visit Milford sound in the winter to take advantage of smaller crowds. In March and April, the weather is still nice during these months, though they are less populated with visitors as it is the off season. Make sure you pack clothing for all weather conditions, in case it gets cold or rains during your trip. * This is a great option if you want to go hiking or fishing but don’t want to fight with crowds. season, Milford Sound is not nearly as busy. Many of the amenities are closed and hiking trails are restricted.	.
Use_Acids_Safely.txt	Inside_Revision	0.782	### Disposing of Acids	752	So , if you had of solution , you would flush it with of water .	### Disposing of Acids	956	For example , if you had of solution , you would flush it with of water .	<insert><For><1>|||<replace><So><1><example><2>	True	Disposing of Acids  1. Dilute concentrated acids before attempting to neutralize them. Concentrated acids react violently with bases. By diluting the acid, you will make it easier to neutralize safely. Slowly add the acid to a large volume of water (roughly twenty times the volume of the acid).center 2. Neutralize acids before disposal. Use sodium carbonate to neutralize the acid. For inorganic acids, the neutralization is complete when the solution no longer bubbles as a result of adding more sodium carbonate. For organic acids, you will need to check the solution with pH strips to confirm neutralization.center 3. Flush the acids down the sink. You can safely pour the acid down the sink after being neutralized. Best practice is to flush down the drain with twenty times the as much water.	center
Use_a_Scale.txt	Inside_Revision	0.528	### Using a Home Scale to Weigh Yourself	2815	Or you can use one of the many mobile apps and websites to help you track your weight loss .	### Using a Home Scale to Weigh Yourself	3180	Otherwise you can use one of the many mobile apps and websites to help you track your weight loss .	<replace><Or><1><Otherwise><1>	True	"Using a Home Scale to Weigh Yourself  1. Purchase a quality scale within your budget. There are a variety of bathroom and home scales that you can purchase. Some will be relatively inexpensive, where others will cost a significant amount more. * Choose a quality scale that still fits in with your budget. You want a scale that will last for several years and be able to maintain its calibration. In addition, digital scales are thought to be superior to mechanical scales as these are fragile and more inaccurate. * Many quality digital scales are accurate within 1 pound anywhere between 97-100% of the time. Older-model spring and dial scales may be accurate as little as 13% of the time. * You may even want to consider a newer-model digital scales which can measure body fat and even track weight loss. 2. Place the scale on a hard, flat surface. When you're weighing yourself, you want to make sure that your results are as accurate as possible. Put your scale on the appropriate surface to help with it's accuracy. * Most scales will come with directions that will say where the best place is to put your scale. Make sure to follow the manufacturers advice. * Placing your scale on carpet can cause the scale to read your weight as 10% heavier! The bathroom or kitchen is usually a good place for an at-home scale. * Make sure the scale is lying level. A scale that tilts or sits unevenly will not read your weight accurately. 3. Calibrate the scale. Over time, your scale may lose it's accuracy. It's normal after many times of weighing or being moved around. Check it regularly to make sure the results you're receiving are accurate. * Check your scale’s accuracy by putting an item with a reliable known weight (like a dumbbell or a bag of flour or sugar) on it. Check the reading you get and make any adjustments as needed. * Refer to your owner’s manual to calibrate your scale regularly. * Many digital scales always have a ""calibration feature"" which can help you accurately calibrate your scale. 4. Step onto the scale. Depending on which scale you purchase or have at home, there might be a slightly different way to step on the scale to get your reading. * With analog scales, you can usually just step on and wait until the dial stops spinning and read your result. * However, if you own a digital scale, you may have to “prime” your scale before hopping on. Some require you to tap it to ""wake it up"" and then step on before it gives you a reading. Always refer to your owner’s manual for proper weighing procedures. * If you're using a mechanical scale, you'll need to slide the large weight along the bottom beam. The large weight has larger scale increments than the small weight (often 10-25 pounds). Then slide the small weight along the top beam. Once you’ve got the large weight in the general vicinity of your weight, use the small weight to zone in on the precise measurement. 5. Weigh yourself weekly. Research suggests that weighing yourself every day may help contribute to weight loss and even long-term weight maintenance. * Weigh yourself at the same time every day (preferably in the morning) for the best results. In addition, try to be wearing the same thing whenever you weigh in for an accurate trend. * Weigh yourself in the morning for best results. Weigh in after you’ve emptied your bladder and before you’ve had breakfast to eliminate as many variables as possible. * Avoid weighing yourself daily. It's normal to have day to day fluctuations in weight and this method doesn't give you an accurate indicator of a weight trend. This may become discouraging if you notice unwanted weight fluctuations. 6. Use a chart to track your progress. If you're interested in gaining or losing weight, tracking your weight over time can help you meet your goal. * If ink and paper are your thing, you can make a poster to track your numbers."	.
Write_an_Interview_Essay.txt	Begin_Revision	0.559	### Planning the Interview Essay	1235	Also research the topic associated with your subject .	### Interviewing for an Essay	1299	At the same time , research the topic associated with your subject .	<insert><At><1>|||<insert><the><1>|||<insert><same><1>|||<insert><time><1>|||<replace><Also><1><,><5>	True	Planning the Interview Essay  1. Determine the purpose of your essay. This will have an impact on whom you interview and how you will write it after conducting the interview. * If your essay is to be a factual piece, you'll want to interview someone who has expertise in the subject matter you'll be addressing. If your paper is about a science topic, you'll want to interview a scientist in that field. If your paper is about a period of history, you'll want to interview either a historian or someone who's lived through that period of history. * If you plan to make your essay an opinion piece, you'll likely want to interview someone who has a strong opinion about the topic covered in your essay who can express it well, in addition to having credentials in the area you plan to write about. * If your piece will have a narrow perspective, you'll need to interview only one or two people. If your piece will present a general consensus, you'll need to interview more people, probably with varying expertise and credentials. 2. Decide what format your interview essay will have. Interview essays can be in one of several formats: * Narrative format. This form allows paraphrasing of some information the interviewee says, along with direct quotes for the material you most want to emphasize. * Conversational format. This is a looser format than the formal writing style required for most essays. You can address the reader directly and use both first and second person. * Question-and-answer format. This form presents your questions to the interviewee, followed by the interviewee's responses. These are always direct quotes, although you may insert explanatory material in parentheses and substitutions, such as a person's name in place of a personal pronoun, in brackets. This format is best suited for essays with only a single interviewee or a closely related group, such as spouses or the core cast of a TV show. 3. Arrange the interview(s). You'll need to contact the interviewee or his or her representative to arrange a time and place to conduct the interview. You'll also need permission to record the interview with either audio or video equipment, or to take photographs. Be sure the person you contact knows who you are and why you want to interview him or her. * Choose a quiet place with few distractions for your interview site. A library, restaurant, or campus location if you're doing this for a college writing class would be suitable. * You may want to get the interviewee's consent to use his or her comments in your essay in writing, as well as permission to record those comments during the interview. * It's helpful to have a backup interviewee in case the person you plan to interview can't make it. * Be on time at the place you've agreed to meet for the interview. 4. Research your interview subject. Read works about your subject and works written by your subject, both in print and online, including the person's official website, if there is one.	The more you know about both, the more intelligent questions you can ask.
Treat_a_Lazy_Eye.txt	Begin_Revision	0.951	## Steps	1333	Though the prognosis is typically best for young lazy eye sufferers , recent experimental procedures have shown promise for adult sufferers .	### Treating Minor Cases of Lazy Eye	1375	Although the prognosis is typically best for young lazy eye sufferers , recent experimental procedures have shown promise for adult sufferers .	<replace><Though><1><Although><1>	True	"Steps  1. Treat the condition with corrective eyewear. Special glasses are commonly prescribed to improve the focus of of the eyes and correct misalignment. For certain cases of lazy eye, especially when nearsightedness, farsightedness, and/or astigmatism contribute to the condition, glasses can fix the problem entirely. In other cases, glasses may be used in conjunction with other treatments to fix lazy eye. Talk to your doctor or optometrist if you are interested in obtaining glasses for your lazy eye. * In children of a sufficient age, contact lenses may sometimes be used instead of glasses. * Note that, initially, people with lazy eye may find it more difficult to see when wearing their glasses. This is because they have become accustomed to their impaired vision and need time to gradually adjust to ""normal"" vision. 2. Wear an eye patch. For certain cases of lazy eye involving impaired vision in one eye and normal vision in the other eye, patching or covering the ""good"" eye may be required. Forcing the lazy eye sufferer to use his or her ""bad"" eye to see gradually strengthens the vision in that eye. Patches are most effective in patients younger than the age of 7 or 8. The patch is typically worn between 3 and 6 hours per day for a period of time ranging from a few weeks to as long as a year. * A doctor may recommend that, while wearing a patch, the lazy eye sufferer concentrate on performing activities like reading, schoolwork, and other activities that force him or her to focus on up-close objects. * Patches may be used in conjunction with corrective eyewear. 3. Use a prescribed eye medication. Medication— usually in the form of atropine eye drops —may be used to blur the vision of the good eye in order to force the weaker one to work. This treatment works according to the same principle as a patch treatment works by - forcing the ""bad"" eye to see gradually strengthens its vision. * Eye medication can be a good choice for children who are reluctant to wear an eye patch (and vice versa). However, eye drops may not be effective when the ""good"" eye is nearsighted. * Atropine eye drops are sometimes associated with minor side effects, including: * Eye irritation * Reddening of surrounding skin * Headaches 4. Undergo a surgical procedure. Surgery may be performed on the eye muscles to straighten the eyes if non-surgical means are unsuccessful. Surgery can also help in the treatment of amblyopia if the condition is caused by a cataract. Surgery may be accompanied with the use of an eye patch, eye medication, or glasses, or, if it produces good results, may be sufficient on its own. * Eye exercises may be recommended either before or after surgery to correct faulty visual habits and to teach normal, comfortable use of the eyes. 5. For all treatment options, begin as early as possible. Lazy eyes are almost always treatable, and, in most cases, a proper treatment regimen will give marked improvements within a few weeks to a few months. However, results are generally best when treatment is begun when the sufferer is as young as possible. For the best chance of catching a case of lazy eye early, ensure that your child receives regular eye exams while he or she is young - some doctors recommend exams at 6 months, three years, and then every two years after that. *"	Talk to your doctor or optometrist to learn the latest treatment options available to you.
Write_a_Professional_Email.txt	Begin_Revision	0.935	## Tips	1967	But putting this information in your signature , you keep the body of your emails short .	## Tips	2093	By putting this information in your signature , you keep the body of your emails short .	<replace><But><1><By><1>	True	Tips  * Remember, people want to read emails quickly, so keep your sentences short and clear. * Pay careful attention to grammar, spelling, and punctuation so that you present a professional image of yourself and your company. * Keep introductions brief by writing them as if you were speaking face-to-face. * Set up a signature. It's a shorthand way of sharing information that you should include in every email.	.
Understand_Yourself.txt	Begin_Revision	0.957	### Opening Yourself to Reflection	4481	However , this is unintentional on your part , which can serve to show you that your perception of reality is a bit off .	### Opening Yourself to Reflection	4577	But , this is unintentional on your part , which can serve to show you that your perception of reality is a bit off .	<replace><However><1><But><1>	True	Opening Yourself to Reflection  1. Let go of your defensiveness. If you want to really reflect and understand yourself better, you're going to need to think about parts of yourself that you really don't like and admit to some things you might not want to admit to. You'll be naturally defensive about admitting these kinds of things to yourself, but if you're really going to understand how you work, then you're going to need to let go of that defensiveness. Even if you don't let those barriers down for other people, you at least have to let them down for yourself. * Becoming less defensive about your weaknesses can also mean opening yourself up to getting help from other people and making amends for past mistakes. If you're more open to discussion, criticism, and change, then other people can really help you understand and improve yourself. 2. Be honest with yourself. We lie to ourselves a lot more than we'd like to think about sometimes. We'll help ourselves to think that we made some questionable choices for noble or logical reasons, even when we were really just being vindictive or lazy. But hiding from the real reason behind our motives doesn't help us change and develop into better people. Remember: there's no point in lying to yourself. Even if you discover truths about yourself that you really don't like, this only give you the opportunity to take those problems head on instead of just pretending like they don't exist. 3. Listen to what others say to and about you. Sometimes, especially when we do bad things, others will try to warn us against those behaviors. We also have a tendency not to listen. Sometimes this is good, because lots of people will say things about you just because they want to hurt you and their comment will have no basis in fact. But sometimes what they say is a good, outsider’s analysis of how you behave. Think about what people have said in the past and ask for some new opinions about your behavior. * For example, your sister might notice that you tend to exaggerate.	.
Watch_the_Olympics_Online.txt	Begin_Revision	0.957	"""""""### Alternative / """"""""Pirate"""""""" Methods"""""""	5110	Because the IOC has broadcast-rights agreements around the world , Internet surfers in virtually every country will be able to access and stream video .	"""""""### Alternative / """"""""Pirate"""""""" methods"""""""	5201	Since the IOC has broadcast-rights agreements around the world , Internet surfers in virtually every country will be able to access and stream video .	<replace><Because><1><Since><1>	True	"Alternative / ""Pirate"" Methods  1. If the above methods don't work for you, you can search around for alternatives. These may work for you, or they may not. 2. Search out alternative video feeds on places like Justin.tv . Search ""olympics"" or the name of the event you are looking for. 3. Watch from other countries."	.
Use_a_Vernier_Caliper.txt	Begin_Revision	0.907	### Measuring External Diameter	3052	For example , if your lines match at line 12 on the Vernier caliper , you will add 0.012 to your rough measurement	### Measuring External Diameter	3110	So , if your lines match at line 12 on the Vernier caliper , you will add 0.012 to your rough measurement .	<delete><For><1>|||<replace><example><2><So><1>|||<insert><.><24>	True	Measuring External Diameter  1. Slide open the jaw. Place the large, sliding jaw around the outside of the object you are measuring. Lightly but firmly close the jaws around the object. Tighten the locking screw if there is one. center 2. Determine your whole number. The main scale on a Vernier caliper tells you the whole number plus the first decimal. To determine the whole number, concentrate on the inch divisions on the main scale. Find the 0 on the Vernier scale and compare it to its placement on the main (fixed) scale. To find the whole number, see how many full inch divisions the Vernier scale 0 has gone passed on the main scale. That is your whole number. center * For instance, if the 0 on the Vernier scale didn’t go past any full inch divisions (so it lies between 0 and 1 on the main scale), your whole number is 0 inches. 3. Determine the first decimal place. Use the tenth-of-an-inch divisions on the main scale to determine this number. Comparing the 0 on the Vernier scale to the main scale, look at how many full tenth-of-an-inch divisions the Vernier scale 0 has gone passed on the main scale. center * The 0 on the Vernier scale hasn’t gone past any full inch divisions, but it has passed 8 tenth-of-an-inch divisions (so it lies between 8 and 9 tenths), so your number so far is 0.8 inches. 4. Figure out the rough estimate of your second decimal place. Compare the 0 on the Vernier scale with the main scale again, and this time count how many hundredth-of-an-inch divisions the 0 has passed since the last full tenth-of-an-inch divisions division. Then, multiply that by how much each division represents (such as 0.025, 0.02, or 0.05). center * The 0 on the Vernier scale has passed 3 full inch divisions, past 6 full tenth-of-an-inch divisions, and past 2 hundredth-of-an-inch divisions after the 6-tenths-of-an-inch mark. If, for instance, your Vernier caliper has three divisions between each tenth-of-an-inch (so each one represents 0.025), you know your second decimal place will start at 0.05 (the rough estimate). At the moment you have a rough estimate of 0.85 inches. 5. Determine your second decimal and third decimal place. Now you are going to use the Vernier scale to determine a more precise measurement for the second and third decimal place. Compare the full Vernier scale (not just the 0) with the main scale, and find the first place where a line on the Vernier scale matches perfectly with a line on the main scale. Once you’ve found it, count how many lines in the match is on the Vernier scale. Lines 1 to 9 represent 0.001 to 0.009, lines 10 to 19 represent 0.010 to 0.019, etc. center *	.
